pair_id,tier,split,group_id,clean_id,corrupt_id,reliability,winner,agreement_c1,agreement_c2,clean_schedule,corrupt_schedule,strict_boundary_pair,same_grid,same_questions,same_reports
1b312b9c450348df1591,totals,test,850252ccffc06553b3c6,54b3407f0220575e40e26fa8,1212f7b2d4f2941fda61ce93,1/20,C2,2,1,9,1,True,False,False,False
1e6b91c47df5867995e7,totals,test,e037dd6bad69ec6eeb95,74f2cee80ef52156cb4a313d,0c4940ff804bbaddbe04c843,3/20,C2,2,1,1,6,False,False,False,False
1e761304ac25448f59ed,totals,test,e037dd6bad69ec6eeb95,92cceac056311cc461300bc5,76c5879054680d22055ce727,3/20,C2,2,1,9,6,True,False,False,False
1ed09307a55d53ca2af8,totals,test,e3a89f25ab746521d0b9,ff07430eecd92904123fd5b2,441ccbc36d839b5fdbed5fc2,1/4,C2,2,1,10,1,True,False,False,False
1edd6a9f109a04fa555c,totals,test,e037dd6bad69ec6eeb95,56fd261febc292ce0c73305f,76c5879054680d22055ce727,3/20,C2,2,1,10,6,True,False,False,False
1f9e787dd8ab521079b1,totals,test,850252ccffc06553b3c6,5767ab1fd8ea4fbc02782e42,3e13caf29258ae256e7a1d9f,1/20,C2,2,1,1,6,True,False,False,False
200412717e40e9939c06,totals,test,3088aca435d867daf5d6,16aabd79c5f62d5f2f0d0550,c86612c1634e77d9318d53fb,3/20,C2,3,2,9,1,False,False,False,False
210b38a7f316d9102700,totals,test,bde7268250fa7ed01bfd,b02f29039774079a2bf1c977,71d97016001c8795cb0e6029,3/20,C1,1,2,1,1,False,False,True,False
227ab4f8c6cd1db057ee,totals,test,b51fbd61e12ea31ed94f,507ea9d300091fd58040b84d,aa0ee0c5c9052d402f16e199,7/20,C2,2,0,0,4,True,False,False,False
27317eb2b38fa957691c,totals,test,bde7268250fa7ed01bfd,95cd64ec84d2e23623c6a165,987999a2d13557259a79b205,3/20,C1,1,2,6,6,False,False,True,False
2ab0a619ebfb565c9a10,totals,test,850252ccffc06553b3c6,b338682d46fec21d909f4028,24861fdec7dd8c29a79eafc3,1/20,C2,2,1,10,6,True,False,False,False
2d7372d71a92927fc752,totals,test,45a017874926840b388a,42ceb9586e340c46136e52c1,0e3ded77a85a3730862073d7,7/20,C2,2,1,9,1,True,False,False,False
337ac0e40b6f42d414f8,totals,test,bde7268250fa7ed01bfd,95cd64ec84d2e23623c6a165,583218785701e0c132651c56,3/20,C1,1,2,6,10,False,False,False,False
34186f7df115a94c1def,totals,test,3162eb7ae987c34e37d2,1e81f8cb27858295de287347,ace4383f6642fe3ee39e39d0,1/4,C2,3,1,0,4,True,False,False,True
357ff0a0669a5a85afbf,totals,test,e3a89f25ab746521d0b9,0af04a043b65984d0fd51b14,e4cd6148b7b26f0141ec5ed5,1/4,C2,2,1,10,6,True,False,False,False
359a0f8a20a13bf8c321,totals,test,587362d6ba490bd08d51,74c5a9a6f6bb4226bdeabfc8,ee30adc5df5bd8eca8602a12,7/20,C2,3,1,0,4,True,False,False,True
375c287f7b30e8b527de,totals,test,bde7268250fa7ed01bfd,95cd64ec84d2e23623c6a165,891aa4f6e355325d67117f94,3/20,C1,1,2,6,6,False,False,True,False
42ac7155c22161606ea2,totals,test,bde7268250fa7ed01bfd,b02f29039774079a2bf1c977,583218785701e0c132651c56,3/20,C1,1,2,1,10,False,False,False,True
42d64a8c03347019451b,totals,test,3b4649e9fbb33a237c22,804dac49597e286222feec1c,c80ffec6324e65ee94291e73,9/20,C2,2,1,9,1,True,False,False,False
42f1f20ca3e2c829ff38,totals,test,850252ccffc06553b3c6,54b3407f0220575e40e26fa8,f8fb956dd2335b6f02e6f273,1/20,C2,2,1,9,6,True,False,False,True
44815a07cb8c7b4939bc,totals,test,45a017874926840b388a,7dea659d40ae08c078e96998,5523587179542c9587f52edf,7/20,C2,2,1,10,6,True,False,False,False
478f84deaffd10f0a5a5,totals,test,45a017874926840b388a,7dea659d40ae08c078e96998,83e0434aecc92cb5235cdaac,7/20,C2,2,1,10,1,False,False,False,False
49828b5762e77f5e9857,totals,test,45a017874926840b388a,42ceb9586e340c46136e52c1,5e88bf374db597186080fff3,7/20,C2,2,1,9,6,True,False,False,True
498828083204089e1f0e,totals,test,69da908ea703a8b7790c,c5f4b18eb54357ffa988345e,bac943ad684be6ceb6d1cfb4,7/20,C2,1,0,9,1,True,False,False,True
4a1123c58c9237fd3358,totals,test,3aa4ace4ae0bf13db0ab,bba221a3367e29d12b89d763,e8917c5b6a99be5c8079ed23,9/20,C2,2,0,0,4,True,False,False,False
4b45541d015eca6d0d9b,totals,test,850252ccffc06553b3c6,b338682d46fec21d909f4028,1212f7b2d4f2941fda61ce93,1/20,C2,2,1,10,1,True,False,False,False
4c2229f1dd24979e9ae2,totals,test,e037dd6bad69ec6eeb95,8fc20ff78c7829bbb90bab71,8232dadcc4e848e7ca076bbe,3/20,C2,2,1,9,1,True,False,False,False
4d936df7e7fc61086724,totals,test,45a017874926840b388a,77637e1ebbcad866cd2e4ddb,0e3ded77a85a3730862073d7,7/20,C2,2,1,10,1,True,False,False,False
4db79418409f755d61c5,totals,test,e031e15506b6e90dba7c,0ff72b047691745774c51423,72c3186e597a179ead4dd104,1/20,C2,3,1,3,4,True,False,False,True
4f6aeca9f9971ab10115,totals,test,3b4649e9fbb33a237c22,2f0601a713cdeb0e077bb698,03b65071dd9fd2840cc147c0,9/20,C2,2,1,10,6,True,False,False,False
51027d69ba8963c164c8,totals,test,e037dd6bad69ec6eeb95,56fd261febc292ce0c73305f,8232dadcc4e848e7ca076bbe,3/20,C2,2,1,10,1,True,False,False,False
55c7b1c9476450809c24,totals,test,bde7268250fa7ed01bfd,b02f29039774079a2bf1c977,987999a2d13557259a79b205,3/20,C1,1,2,1,6,False,False,False,False
59e965a238519caa5214,totals,test,bde7268250fa7ed01bfd,95cd64ec84d2e23623c6a165,6e7fef8ac2cf9794e331ab46,3/20,C1,1,2,6,9,False,False,False,False
5a1e96e6f23aed41e251,totals,test,850252ccffc06553b3c6,5767ab1fd8ea4fbc02782e42,f8fb956dd2335b6f02e6f273,1/20,C2,2,1,1,6,True,False,False,False
5bf9585a5df20b3996cd,totals,test,e037dd6bad69ec6eeb95,92cceac056311cc461300bc5,401dbee0499f2b7ef1df3b3f,3/20,C2,2,1,9,6,True,False,False,False
6028965f227dd334cff8,totals,test,e3a89f25ab746521d0b9,5d1cb7905bf441b2ab650943,48821e659bfa922091fd13c8,1/4,C2,2,1,9,6,True,False,False,False
60c027c992f435877252,totals,test,e3a89f25ab746521d0b9,01aca7cfe5c6c08367d54f2a,1f09b1aae09188ab47a86216,1/4,C2,2,1,1,6,True,False,False,False
630cf2e9173790523d58,totals,test,45a017874926840b388a,77637e1ebbcad866cd2e4ddb,5523587179542c9587f52edf,7/20,C2,2,1,10,6,True,False,False,False
6330fa58674ff0cf8b0c,totals,test,e3a89f25ab746521d0b9,cc26496cdac68c2ff72dd4b6,48821e659bfa922091fd13c8,1/4,C2,2,1,9,6,True,False,False,False
64128b7215cf94b87264,totals,test,bde7268250fa7ed01bfd,b02f29039774079a2bf1c977,496f3978f7012ac78b19b4f8,3/20,C1,1,2,1,10,False,False,False,False
653c35de296170eba13d,totals,test,3b4649e9fbb33a237c22,9cba9eb85fc2b38e6e4b9c79,b76ac2351ee4e4ee25ac769b,9/20,C2,2,1,9,6,True,False,False,False
6674bf7d65b297825674,totals,test,850252ccffc06553b3c6,54b3407f0220575e40e26fa8,3e13caf29258ae256e7a1d9f,1/20,C2,2,1,9,6,True,False,False,False
67d93d6888b1c8faa435,totals,test,45a017874926840b388a,77637e1ebbcad866cd2e4ddb,83e0434aecc92cb5235cdaac,7/20,C2,2,1,10,1,False,False,False,True
6802c04531b1827b088f,totals,test,3b4649e9fbb33a237c22,2f0601a713cdeb0e077bb698,106a2a03638794c806498a42,9/20,C2,2,1,10,6,True,False,False,True
69821ca2c5ea9d35cd05,totals,test,bde7268250fa7ed01bfd,95cd64ec84d2e23623c6a165,216fbae6cca252ea92e5f123,3/20,C1,1,2,6,9,False,False,False,False
69a2e2e9753a2e055403,totals,test,850252ccffc06553b3c6,9ac9c5bd7bdd61d273e2afd2,f8fb956dd2335b6f02e6f273,1/20,C2,2,1,10,6,True,False,False,True
6eae50b09e79da7cd72c,totals,test,e3a89f25ab746521d0b9,01aca7cfe5c6c08367d54f2a,48821e659bfa922091fd13c8,1/4,C2,2,1,1,6,True,False,False,False
6eca3c263358f5a0a850,totals,test,3b4649e9fbb33a237c22,9cba9eb85fc2b38e6e4b9c79,f1f4dcc9b61441fa21297888,9/20,C2,2,1,9,1,False,False,False,True
6f458c25f1f9aef48fb8,totals,test,850252ccffc06553b3c6,5767ab1fd8ea4fbc02782e42,24861fdec7dd8c29a79eafc3,1/20,C2,2,1,1,6,True,False,False,False
7064b2cd16b77811097b,totals,test,54b2c1ae148fe7c54fb1,677b0f93e7b8133c61db0b4e,b7453ea5e3c3b855c4035048,7/20,C2,3,2,9,1,False,False,False,False
719d71a366cae9e66819,totals,test,c8f7cc01a95bfccbf612,964cfcf3334ae8d3e2575c7c,b8820922c4f64e4182bb88b3,1/4,C2,2,0,3,4,True,False,False,False
73854ce85053e05722f9,totals,test,3aa4ace4ae0bf13db0ab,e69231229ae5bec9c29fa590,e8917c5b6a99be5c8079ed23,9/20,C2,2,0,3,4,True,False,False,False
738e6152bc7cdb011879,totals,test,cf3f2d1d08bf371dab08,89a0977ef8d36c8c48cdf03e,7b6d05549f9eb59b8252905a,9/20,C2,1,0,9,1,True,False,False,True
743520e04a7004ecbeee,totals,test,e3a89f25ab746521d0b9,5d1cb7905bf441b2ab650943,1f09b1aae09188ab47a86216,1/4,C2,2,1,9,6,True,False,False,True
762fb89b52978a09c9d9,totals,test,850252ccffc06553b3c6,98915ab2569b43ee4a646743,f8fb956dd2335b6f02e6f273,1/20,C2,2,1,9,6,True,False,False,False
773f70ae8f5caeadfbdd,totals,test,e037dd6bad69ec6eeb95,8fc20ff78c7829bbb90bab71,0c4940ff804bbaddbe04c843,3/20,C2,2,1,9,6,True,False,False,True
80718f541f8c75dd348a,totals,test,45a017874926840b388a,42ceb9586e340c46136e52c1,bad83b816ac7649ec51d3818,7/20,C2,2,1,9,6,True,False,False,False
81705d65993fa5aa90db,totals,test,e037dd6bad69ec6eeb95,56fd261febc292ce0c73305f,401dbee0499f2b7ef1df3b3f,3/20,C2,2,1,10,6,True,False,False,False
819b2ccaca6efbb760d9,totals,test,9b91a73197ef2b25deb5,6c0d8719d9911c38a91b149e,832240c5df7b71a6a17114be,1/20,C1,1,2,6,9,False,False,False,False
82f24487685db2111e39,totals,test,bde7268250fa7ed01bfd,95cd64ec84d2e23623c6a165,496f3978f7012ac78b19b4f8,3/20,C1,1,2,6,10,False,False,False,False
8398b106904e9c8026ee,totals,test,bde7268250fa7ed01bfd,b02f29039774079a2bf1c977,216fbae6cca252ea92e5f123,3/20,C1,1,2,1,9,False,False,False,True
84d1df668b02d131ac15,totals,test,c7d2d12afd416591123c,a6642d1d19330768e3a70b7d,ca4265f5661650310aebcad1,9/20,C2,3,2,10,1,True,False,False,False
86cd96294aefabc1471c,totals,test,850252ccffc06553b3c6,9ac9c5bd7bdd61d273e2afd2,1212f7b2d4f2941fda61ce93,1/20,C2,2,1,10,1,True,False,False,False
87067a1e00166ec5880f,totals,test,3b4649e9fbb33a237c22,2f0601a713cdeb0e077bb698,b76ac2351ee4e4ee25ac769b,9/20,C2,2,1,10,6,True,False,False,False
888788a0885c2ff14213,totals,test,850252ccffc06553b3c6,9ac9c5bd7bdd61d273e2afd2,24861fdec7dd8c29a79eafc3,1/20,C2,2,1,10,6,True,False,False,False
88a12aa97b0a0a877e1d,totals,test,850252ccffc06553b3c6,5767ab1fd8ea4fbc02782e42,1212f7b2d4f2941fda61ce93,1/20,C2,2,1,1,1,True,False,True,False
89862ecd2b237efc3de9,totals,test,850252ccffc06553b3c6,98915ab2569b43ee4a646743,1212f7b2d4f2941fda61ce93,1/20,C2,2,1,9,1,True,False,False,False
8b6494945a7f4f785aad,totals,test,81c4360eb0d3b5b0c259,a0b6ff03e2d5ea19787f58e3,9af818648da3dbd5f6431da4,3/20,C2,2,0,0,3,False,False,False,False
8b99f3e1047707c4c101,totals,test,bde7268250fa7ed01bfd,b02f29039774079a2bf1c977,891aa4f6e355325d67117f94,3/20,C1,1,2,1,6,False,False,False,False
9187c62a76b7f14c5de2,totals,test,45a017874926840b388a,772f29a2af9747d7dc2584d8,5523587179542c9587f52edf,7/20,C2,2,1,9,6,True,False,False,False
91c205e4e6725a93dec1,totals,test,e037dd6bad69ec6eeb95,92cceac056311cc461300bc5,0c4940ff804bbaddbe04c843,3/20,C2,2,1,9,6,True,False,False,False
91e92b032e53ba3652bc,totals,test,81c4360eb0d3b5b0c259,a0b6ff03e2d5ea19787f58e3,9cfbc20b987b9eb99d4968a7,3/20,C2,2,0,0,4,True,False,False,False
962b0b9a6bc7e018c153,totals,test,3b4649e9fbb33a237c22,804dac49597e286222feec1c,03b65071dd9fd2840cc147c0,9/20,C2,2,1,9,6,True,False,False,False
96e8af636f10c37aadd1,totals,test,3088aca435d867daf5d6,039a010ca648ef0f745d1ee9,c86612c1634e77d9318d53fb,3/20,C2,3,2,10,1,False,False,False,False
975e3c5473d3dcd4048b,totals,test,b8bab98293130e830503,01b4974c4d6fd0c921807112,16884a86bf3c34fd1fb8ac7e,3/20,C2,1,0,9,1,True,False,False,True
989b6389edc3fa9ed038,totals,test,e031e15506b6e90dba7c,488fc59b80e9d7ab593e7470,72c3186e597a179ead4dd104,1/20,C2,3,1,0,4,True,False,False,True
98aa2052f735e30b394c,totals,test,9b91a73197ef2b25deb5,6c0d8719d9911c38a91b149e,2aacc93133885847ae0b9f66,1/20,C1,1,2,6,6,False,False,True,False
99752edc528c2a039316,totals,test,e037dd6bad69ec6eeb95,c794cb02825b960d3a2e82fe,0c4940ff804bbaddbe04c843,3/20,C2,2,1,10,6,True,False,False,False
9b76eea053bff828fa16,totals,test,e3a89f25ab746521d0b9,5d1cb7905bf441b2ab650943,441ccbc36d839b5fdbed5fc2,1/4,C2,2,1,9,1,True,False,False,False
9bb9f34081c7f2d1bb93,totals,test,e3a89f25ab746521d0b9,0af04a043b65984d0fd51b14,48821e659bfa922091fd13c8,1/4,C2,2,1,10,6,True,False,False,False
9bc375767a880cb56e89,totals,test,3b4649e9fbb33a237c22,a715570c0e91d36084892de0,b76ac2351ee4e4ee25ac769b,9/20,C2,2,1,10,6,True,False,False,False
9c4244a68ce49c0f6a16,totals,test,9b91a73197ef2b25deb5,6c0d8719d9911c38a91b149e,9b5a509498b4c5e41172a9f0,1/20,C1,1,2,6,6,False,False,True,False
9e5775ff7ba9454c2cca,totals,test,45a017874926840b388a,7dea659d40ae08c078e96998,0e3ded77a85a3730862073d7,7/20,C2,2,1,10,1,True,False,False,False
9e99e28431d796082a9a,totals,test,3b4649e9fbb33a237c22,9cba9eb85fc2b38e6e4b9c79,03b65071dd9fd2840cc147c0,9/20,C2,2,1,9,6,True,False,False,False
a068800610a6f975a022,totals,test,3b4649e9fbb33a237c22,a715570c0e91d36084892de0,106a2a03638794c806498a42,9/20,C2,2,1,10,6,True,False,False,False
a12b6308ba12383d96c0,totals,test,aa3b9f82ee0d35253cab,7a2f6af2e28a399d121d8f5d,ef778b5250db7ef73d6e01e6,1/20,C2,2,0,3,4,True,False,False,False
a1731fbcc0521dced533,totals,test,9b91a73197ef2b25deb5,6c0d8719d9911c38a91b149e,5db482b5311be9c87ef74af1,1/20,C1,1,2,6,1,False,False,False,True
a40a9949936f0e1efbdf,totals,test,9b91a73197ef2b25deb5,6c0d8719d9911c38a91b149e,6a6826fae082779a7533600c,1/20,C1,1,2,6,1,False,False,False,False
a51ce1c9c0a4814ee308,totals,test,e3a89f25ab746521d0b9,5d1cb7905bf441b2ab650943,e4cd6148b7b26f0141ec5ed5,1/4,C2,2,1,9,6,True,False,False,False
a56e0df0013b4542b6a4,totals,test,45a017874926840b388a,7dea659d40ae08c078e96998,bad83b816ac7649ec51d3818,7/20,C2,2,1,10,6,True,False,False,False
a570f80b3fd9b8092feb,totals,test,e037dd6bad69ec6eeb95,74f2cee80ef52156cb4a313d,8232dadcc4e848e7ca076bbe,3/20,C2,2,1,1,1,False,False,True,False
a58fc422befa88678421,totals,test,587362d6ba490bd08d51,380095a6424daf44e6e56264,ee30adc5df5bd8eca8602a12,7/20,C2,3,1,3,4,True,False,False,True
a79af5e79f5f14b8401b,totals,test,9b91a73197ef2b25deb5,6c0d8719d9911c38a91b149e,6caf87dee39a0005f47cdcc2,1/20,C1,1,2,6,10,False,False,False,False
a81bf927af64324c21ac,totals,test,e3a89f25ab746521d0b9,0af04a043b65984d0fd51b14,441ccbc36d839b5fdbed5fc2,1/4,C2,2,1,10,1,True,False,False,False
a824cb271150498baaeb,totals,test,b51fbd61e12ea31ed94f,37b6ea66682edb13c287a7b5,aa0ee0c5c9052d402f16e199,7/20,C2,2,0,3,4,True,False,False,False
a9ac1af03f186f1ba50e,totals,test,3b4649e9fbb33a237c22,9cba9eb85fc2b38e6e4b9c79,106a2a03638794c806498a42,9/20,C2,2,1,9,6,True,False,False,False
a9c5bd7c16eca35e5a1f,totals,test,9b91a73197ef2b25deb5,6c0d8719d9911c38a91b149e,847159cb85316adf0ec0df1c,1/20,C1,1,2,6,10,False,False,False,False
ad255268a596638a32eb,totals,test,b8bab98293130e830503,f36bd3e0fa14f76b0c1dffdc,16884a86bf3c34fd1fb8ac7e,3/20,C2,1,0,10,1,True,False,False,False
ad7cd34aea0a22944d81,totals,test,e037dd6bad69ec6eeb95,c794cb02825b960d3a2e82fe,401dbee0499f2b7ef1df3b3f,3/20,C2,2,1,10,6,True,False,False,False
adc76430896a8a5785ac,totals,test,69da908ea703a8b7790c,c63609fadb0080e9d8af6248,bac943ad684be6ceb6d1cfb4,7/20,C2,1,0,10,1,True,False,False,False
aee504b2ab27c6f5a865,totals,test,54b2c1ae148fe7c54fb1,3e0a6c885ac755cecf9387f4,b7453ea5e3c3b855c4035048,7/20,C2,3,2,10,1,False,False,False,False
b027b8b0b64aecd57e88,totals,test,aa3b9f82ee0d35253cab,47f89f048506582277f19c76,ef778b5250db7ef73d6e01e6,1/20,C2,2,0,0,4,True,False,False,False
b08308546e6dc4c380a6,totals,test,3b4649e9fbb33a237c22,804dac49597e286222feec1c,b76ac2351ee4e4ee25ac769b,9/20,C2,2,1,9,6,True,False,False,False
b3f8cc005f1500818bcb,totals,test,e037dd6bad69ec6eeb95,74f2cee80ef52156cb4a313d,401dbee0499f2b7ef1df3b3f,3/20,C2,2,1,1,6,False,False,False,False
b6a6ff5f19e36b4965f8,totals,test,e3a89f25ab746521d0b9,cc26496cdac68c2ff72dd4b6,441ccbc36d839b5fdbed5fc2,1/4,C2,2,1,9,1,True,False,False,False
ba2ad3594115a906c34b,totals,test,e037dd6bad69ec6eeb95,c794cb02825b960d3a2e82fe,8232dadcc4e848e7ca076bbe,3/20,C2,2,1,10,1,True,False,False,False
bf100dbaa46d1418b201,totals,test,3b4649e9fbb33a237c22,804dac49597e286222feec1c,f1f4dcc9b61441fa21297888,9/20,C2,2,1,9,1,False,False,False,False
bf32562458926d32503a,totals,test,850252ccffc06553b3c6,54b3407f0220575e40e26fa8,24861fdec7dd8c29a79eafc3,1/20,C2,2,1,9,6,True,False,False,False
c11a5477f6c1e6b2d045,totals,test,e3a89f25ab746521d0b9,01aca7cfe5c6c08367d54f2a,441ccbc36d839b5fdbed5fc2,1/4,C2,2,1,1,1,True,False,True,False
c1efcedc0974149950ab,totals,test,e037dd6bad69ec6eeb95,c794cb02825b960d3a2e82fe,76c5879054680d22055ce727,3/20,C2,2,1,10,6,True,False,False,False
c26234bcb91c24a4e4e7,totals,test,cf3f2d1d08bf371dab08,c13d8d37bd824d8e2dd3139e,7b6d05549f9eb59b8252905a,9/20,C2,1,0,10,1,True,False,False,False
c299c154ac0773e9d88e,totals,test,11eea3e22b0984bb4a56,ff4818fcca8bc0f487931052,f6376686f6dc7a67f6cbd530,1/20,C2,3,2,9,1,False,False,False,False
c2c5a88968ea3961a320,totals,test,11eea3e22b0984bb4a56,1faf73f810f9452c7f3ebab9,f6376686f6dc7a67f6cbd530,1/20,C2,3,2,10,1,False,False,False,False
c3d87804aa2a2f1f5d3e,totals,test,bde7268250fa7ed01bfd,b02f29039774079a2bf1c977,6e7fef8ac2cf9794e331ab46,3/20,C1,1,2,1,9,False,False,False,False
c5134b8fe0a948f356a4,totals,test,2bc8f425a7ee99196720,7c8f7175dcb95cda66c01806,81fea19b85a6734ac2bbb60b,1/20,C2,1,0,10,1,True,False,False,False
c6665c3c6f5a9c0f110a,totals,test,3b4649e9fbb33a237c22,a715570c0e91d36084892de0,c80ffec6324e65ee94291e73,9/20,C2,2,1,10,1,True,False,False,False
c89edff3ea04a7b3b900,totals,test,e3a89f25ab746521d0b9,cc26496cdac68c2ff72dd4b6,1f09b1aae09188ab47a86216,1/4,C2,2,1,9,6,True,False,False,False
ca47da4e56c27fdb5091,totals,test,e3a89f25ab746521d0b9,ff07430eecd92904123fd5b2,48821e659bfa922091fd13c8,1/4,C2,2,1,10,6,True,False,False,False
ce5d7f4d0576ba817dcd,totals,test,3b4649e9fbb33a237c22,2f0601a713cdeb0e077bb698,f1f4dcc9b61441fa21297888,9/20,C2,2,1,10,1,False,False,False,False
cec4de44d02c62e997a5,totals,test,c8f7cc01a95bfccbf612,7de3591a1f3137350ac38670,b8820922c4f64e4182bb88b3,1/4,C2,2,0,0,4,True,False,False,False
d0001c1d0d8a5cea6568,totals,test,e037dd6bad69ec6eeb95,92cceac056311cc461300bc5,8232dadcc4e848e7ca076bbe,3/20,C2,2,1,9,1,True,False,False,False
d100eee32f24bb23eafc,totals,test,55d149708cff380de939,1257857dc009bb87af06aa0d,a6a1e8575eff60f5d4667cc4,9/20,C2,3,1,0,4,True,False,False,True
d1bfe8f28d6e307f317f,totals,test,7fb8866b9b6bc323c887,ee3cc73805bee6309ec94b5e,84743b5da976d5412e81671e,3/20,C2,3,1,3,4,True,False,False,True
d2e7018d20c310c72007,totals,test,45a017874926840b388a,772f29a2af9747d7dc2584d8,0e3ded77a85a3730862073d7,7/20,C2,2,1,9,1,True,False,False,False
d4c30d59085d39f21521,totals,test,7fb8866b9b6bc323c887,8d39e55cca8501d0cd4801b1,84743b5da976d5412e81671e,3/20,C2,3,1,0,4,True,False,False,True
d596ed3ee79b7e23072d,totals,test,45a017874926840b388a,77637e1ebbcad866cd2e4ddb,bad83b816ac7649ec51d3818,7/20,C2,2,1,10,6,True,False,False,False
dc03380b1dc1bb32ee87,totals,test,850252ccffc06553b3c6,b338682d46fec21d909f4028,f8fb956dd2335b6f02e6f273,1/20,C2,2,1,10,6,True,False,False,False
de2a8e5f97bfac1e2470,totals,test,45a017874926840b388a,77637e1ebbcad866cd2e4ddb,5e88bf374db597186080fff3,7/20,C2,2,1,10,6,True,False,False,False
dfac9baae0cf2f55461d,totals,test,850252ccffc06553b3c6,98915ab2569b43ee4a646743,3e13caf29258ae256e7a1d9f,1/20,C2,2,1,9,6,True,False,False,False
e0d980644d1000b11d05,totals,test,e3a89f25ab746521d0b9,cc26496cdac68c2ff72dd4b6,e4cd6148b7b26f0141ec5ed5,1/4,C2,2,1,9,6,True,False,False,False
e176a3a51358bb94e75a,totals,test,850252ccffc06553b3c6,98915ab2569b43ee4a646743,24861fdec7dd8c29a79eafc3,1/20,C2,2,1,9,6,True,False,False,False
e190d4ba0ddad758a2d6,totals,test,45a017874926840b388a,772f29a2af9747d7dc2584d8,bad83b816ac7649ec51d3818,7/20,C2,2,1,9,6,True,False,False,False
e34349423f67f050a68a,totals,test,bde7268250fa7ed01bfd,95cd64ec84d2e23623c6a165,71d97016001c8795cb0e6029,3/20,C1,1,2,6,1,False,False,False,True
eb1d896a5da043123fac,totals,test,e037dd6bad69ec6eeb95,74f2cee80ef52156cb4a313d,76c5879054680d22055ce727,3/20,C2,2,1,1,6,False,False,False,False
ebcc87a4bb203419b6df,totals,test,c7d2d12afd416591123c,f0ac8711a15a0ce7909f49b8,ca4265f5661650310aebcad1,9/20,C2,3,2,9,1,True,False,False,False
ec4bcb508a19b3e97770,totals,test,e3a89f25ab746521d0b9,ff07430eecd92904123fd5b2,e4cd6148b7b26f0141ec5ed5,1/4,C2,2,1,10,6,True,False,False,False
ecb28bea37d769a85375,totals,test,e3a89f25ab746521d0b9,ff07430eecd92904123fd5b2,1f09b1aae09188ab47a86216,1/4,C2,2,1,10,6,True,False,False,True
f06c7470f1ccf51b0a7f,totals,test,e037dd6bad69ec6eeb95,56fd261febc292ce0c73305f,0c4940ff804bbaddbe04c843,3/20,C2,2,1,10,6,True,False,False,True
f212da85c8e1050d7bfe,totals,test,3b4649e9fbb33a237c22,a715570c0e91d36084892de0,f1f4dcc9b61441fa21297888,9/20,C2,2,1,10,1,False,False,False,True
