pair_id,tier,split,group_id,clean_id,corrupt_id,reliability,winner,agreement_c1,agreement_c2,clean_schedule,corrupt_schedule,strict_boundary_pair,same_grid,same_questions,same_reports
0b90184d3fe258043b85,grid,train,304b09e2706c9372da9b,9513acd4380f9344e62598d0,3bb06c2e61b42db15b3dd379,1/20,C1,0,2,62,27,True,True,False,False
1445868444a322d8a3e5,grid,train,316db89c505ef1607c50,3d19b7c3934ea934d3841f40,79f858165cab1dc709619bb2,1/4,C2,2,1,36,60,True,True,False,False
3f4f3acf8b9c14bfc2eb,grid,train,323aade4eed7c2aa1833,4c35d906af65448fbb36113a,46d47d866e4e721566b58482,1/4,C2,1,0,53,31,True,True,False,False
0eae6d54ea8bfb6c6a24,grid,train,32e71e9a4aa8f89e887e,179ee871b300d97cf8a1e5a2,fdac616caa98ea373c4e9b91,1/4,C2,2,1,8,33,True,True,False,False
1af963d8b806671e9710,grid,train,3467dc99e935cb40c7e5,ee69e182da8ee566434bcaa1,982b52214b6c0e1f67ec98a6,9/20,C2,1,0,42,15,True,True,False,False
15bf36d556bc18e8d6d6,grid,train,365785796670398b4e51,15a944e8cd483dbbfee99ee6,fa18d705640a74c612808236,3/20,C2,2,1,57,29,True,True,False,False
5003bb400f647b256697,grid,train,3746224fa9ed6bb17f79,2be2a7e64379ab0c797ffc2b,ecd2819694f21380927abfac,9/20,C2,2,1,57,29,True,True,False,False
1b117e32d065b40af077,grid,train,38b8bb3ca092aab403c6,195aaf8745f2f138621dacc8,b3bd4d9757d4d8de65611881,7/20,C2,2,1,32,31,True,True,False,False
3b18318e4999bb6c4e6b,grid,train,3b9501d60c0ea979e13f,e5b7504256e1ac0f77507fde,b3f3c62976371c6aa9709aa3,9/20,C1,0,2,62,56,True,True,False,False
3f5aea702c356a443673,grid,train,3ccf27c0d9198ac9b517,443000e34837fbec5874d188,53b8603d933b6d2506d8753f,1/4,C2,1,0,17,34,True,True,False,False
06baad4f7acd42b4088b,grid,train,3d3f10b16ca39ea384d2,81505704655b1194ed25893b,3aa03bb57fb407cfd28d9ba6,1/20,C2,2,1,14,33,True,True,False,False
1c77a305e0e83371b28d,grid,train,3fbb38296d40b7bb8c93,e83aba19acf66a410a4aa4c3,42900c8d4619d402e5089f67,1/20,C2,3,0,13,50,True,True,False,False
389b0f66b8731eca2c42,grid,train,40b891fd5ee30d4b481d,31f7ceab4cd1c04017731cf7,37c7469b8073e89cab9325bc,9/20,C2,1,0,53,31,True,True,False,False
0abf5e04b2e607403c04,grid,train,427f62ac3f9593edcd2c,d531121289e55200eb17c2b3,5dda17df330af248b902c073,3/20,C2,1,0,26,60,True,True,False,False
0ec717ed004ac439ee8f,grid,train,42d469d785913fac2ba7,bbc9002eb6eecc9f6754376b,df62f37194d25ede3a0ddedb,1/4,C2,3,1,28,46,True,True,False,False
56429386fc76a71863d0,grid,train,43280caa3750c3c15933,790d4256567cecea46b4c542,202bd7bd84b60617ecad51b0,9/20,C2,1,0,57,34,True,True,False,False
356bd9116ebc4aa6f1f6,grid,train,48868ef677219540741d,dbbd23f7d28a659d37909afe,8bcce917e29d4fb6cb5f8666,3/20,C2,2,1,17,34,True,True,False,False
3ed3114fe8992a2fd432,grid,train,49ce25fd0bb3bb7801d8,aae1206f756bfa879f2f5326,b79f2c612060773284463d32,3/20,C2,3,2,17,44,True,True,False,False
09e05261f0a211077bae,grid,train,4b457691714ded548295,c2d56a6cf83844d96eca6d0c,765f7ca91d4899a55e59f872,9/20,C2,2,0,54,23,True,True,False,False
36421e98db579e359efb,grid,train,4c7498a9cfdb66f196f1,8569e83096eef4cb12f0290d,d46de139f727eecbe7620cd7,1/20,C2,3,1,56,62,True,True,False,False
1b0b646df3029afb0b4e,grid,train,525e245d8d83ab93bf55,897fce3746182c354a25d5cd,941975a15b00f7fe9f9a2166,9/20,C1,1,2,60,47,True,True,False,False
08fe0de880ef22a2cd20,grid,train,54bb3f5f57f26cb27ce6,c295684b50ece69831448209,6f21c48d51a716a4ccb7942a,1/4,C2,2,1,30,50,True,True,False,False
12137a4c3d59f1e53420,grid,train,5976c5698954cd725369,d5468765798a9e0695689eb2,244e540fe717ac856613073e,9/20,C2,3,1,5,62,True,True,False,False
209f06c8c455a0dae7d1,grid,train,5ac01229fab93e66f1d1,9ddf7156be42a5286b6710ae,585b01fd91b4625bd93c4423,1/20,C2,3,1,58,46,True,True,False,True
33d18d210f33e712743a,grid,train,5c968c9fb4e63fcbae4a,cf2f9f4cba3050fc9466ee50,83f79845f3f2a15038e8da3f,1/4,C1,0,2,62,63,True,True,False,False
15e1c8ba9fa3733fa6cd,grid,train,5fb55e33e652bea6e4c8,6181a19c9bab0f60ecfef57b,ba9a22b9aa693f97ad85aa21,7/20,C2,3,1,41,19,True,True,False,False
2f13dcc0c2006a43bfcd,grid,train,638dfd2a6e9215fba065,e2ae9062328d02157a117e09,ff32fb9eded03788d0f33162,7/20,C1,1,2,60,26,True,True,False,False
1fd18143a6cca4ae9b6c,grid,train,6457f8667f58243b6461,a6df3695d4ad8ba289a91644,bb44a027c6893dbd497c09f4,7/20,C2,2,0,41,19,True,True,False,False
3534e72134718bc6c0cc,grid,train,68a2d48d58ee45f83db0,b21db83dc22966018079c4bd,a0156fc871a104c6ff56db84,1/20,C2,3,2,61,31,True,True,False,False
0765a7aab24caf5da96f,grid,train,6d7a345e0fc50165c582,18d093a56755a404683d4488,9c7d1872905d0b49760db30a,9/20,C2,2,1,57,34,True,True,False,False
1c9b427a86235aedf22d,grid,train,6e792cca78eea714ece2,c4dff726e2b41dcee14376e7,6e97975f78a0318c015cd022,1/4,C2,3,2,52,32,True,True,False,True
62326f6b71f229a10312,grid,train,6f5af6ee986659f85fff,df15c17432ff09f9311e12e3,d3687fe93df3e893e5fb1a17,1/20,C2,1,0,61,31,True,True,False,False
0b063151237d4be8a6e3,grid,train,70771e8c01554c1863e3,26454be8c294025322acadc0,b5c6213388bd057272382fba,1/20,C2,2,1,57,44,True,True,False,True
371003e084278836fe54,grid,train,70e904df7513e4dcf2b7,3f56aa7ced7be438cdf8abda,d06d093aac509b93a1243814,1/20,C2,1,0,42,60,True,True,False,False
3759cd10b3205ca5aa92,grid,train,71a848bae837d586eae0,6ff60512a7550d680eb1cbaa,8673b66afe493ae178be0d40,1/20,C2,2,0,24,43,True,True,False,False
320b04ab5402e51dcff1,grid,train,73320ca013e18e118c05,cc735ba003b2f3c79983df74,872d22de91455904636fcfea,1/4,C2,1,0,47,15,True,True,False,False
7d881562ce2495d1a7c2,grid,train,784a7e05cf8b2550c51b,6ba7e2b74a8510ec30d38c8f,65232de7a72cf4608d8feee8,1/20,C2,3,2,17,44,True,True,False,False
106724f2aa4d01053a64,grid,train,7dd0a98be898aca585e0,18742d8f2e64767ac557066a,92885750ec77c9b257f24e82,3/20,C1,1,2,14,51,True,True,False,False
4d3bf077900732f40db9,grid,train,800090125f355956334a,98de2f6f2bd2fd8650a3907e,d3c2bf05d70d9f8635a06ba6,7/20,C2,3,0,13,14,True,True,False,False
00e6ed5b9f7b91604971,grid,train,81f114d8c09f18c0aee5,091340df918de32b8aecfa15,ddeaced7e033fe682da19de8,1/4,C2,3,2,34,44,True,True,False,False
0061a54472b839bd0208,grid,train,84cd14502c7c5b86d6c1,331d4c12188bb4a0dba0bfa9,3510f7c1edba8922df775bb4,9/20,C2,2,1,47,60,True,True,False,False
095beba26d148482ff45,grid,train,8ae6d07dfe518d1d463f,18704db785b7db1f7b0b1451,d5d2d72396d3f1f3ae70c9f4,9/20,C2,3,1,28,46,True,True,False,False
7ffa1f65658651d2a152,grid,train,8d0762207b2aac2655b3,5e2ca730a36258b7d21afb61,900ee6cc252d050062b0c6d3,7/20,C2,1,0,17,34,True,True,False,False
0c4bd7af1f9b3e58492f,grid,train,8ef806ff69218e7b212a,43bd9f9a66490b8e2ba137b1,a4c30c55303a52b8bcebd6f8,3/20,C2,2,1,30,8,True,True,False,False
455e45706f1eec2b3c00,grid,train,8f18c919b0c32260a8ae,07ea505a389a3733c15f07f3,c19dddcd954328c1b283146b,1/4,C2,2,1,52,31,True,True,False,False
11b25314c3ed53557139,grid,train,8f1c530a066ffc047524,f2a68891f8c9bd361ef9d21c,657907a9585ac9924ac0c7f5,7/20,C2,3,1,49,23,True,True,False,False
2eca4348519bfc248922,grid,train,8f3e10ffc830b6c034ec,767dae7c97b1570cfefac6cd,ff1d218651cfd5a0460ed36e,1/4,C2,3,0,13,50,True,True,False,False
1613542ce9fc2c1b6c83,grid,train,94d51077c5c7ee553a37,3fa33faa2129c4d1d5969677,7624bfb7df4e6b9f8a6e6526,7/20,C2,1,0,53,31,True,True,False,False
41f69c95f3ffa3dea2ac,grid,train,9549b45d3add810a6aae,6af08b9f79cf5582856552f1,a7f251bacffd124c03c01ede,3/20,C2,1,0,29,34,True,True,False,False
0d23be37c013dd57e28f,grid,train,98bfcbbfc37971e0425f,3b61398c6b38d96827e84337,12871edcd32061965802f3c8,3/20,C2,3,2,61,32,True,True,False,False
a770ebea645fe042589f,grid,train,99a895a6f9dc1fed5af9,d012b22867c4a8cdf53e5999,ac1549d552ede308af1b76fc,1/20,C2,2,1,57,44,True,True,False,True
1e5f9421d648d7b0a66f,grid,train,9a5a9923579c6f9861ff,0024d3bdd331d454eb9940f9,cce6ed365569542b5191d617,9/20,C2,2,0,41,40,True,True,False,False
0b9595a276742da64d09,grid,train,9d9a784996b55e906353,be68c1a273bbfe9fbc499bd2,640f142c5b6bc7461555a292,9/20,C2,2,1,16,33,True,True,False,False
511de4035f36a9cb4aa6,grid,train,a12cb44e0bb3ab9391c9,94506f543d408b9d1f59c3a4,7ab11053ffac6e7cb30c4376,3/20,C2,2,1,52,31,True,True,False,False
810e64ffd027e983e670,grid,train,a64614b4d59aea6c01ed,b6bbad4a1d3c10fb822df298,ff35cba9216bb172853f182a,1/4,C1,1,2,60,36,True,True,False,False
18a9524abb1319227027,grid,train,a6d46fa99981c5dac3e0,c382a9691b468607e78473ea,9054e3d5e873d3b9b54f977c,9/20,C2,3,1,41,55,True,True,False,False
18b7ffe1396ea87f85b3,grid,train,a728062f675a18bb15b6,2c670ee9ae8cfef5d08028a2,94a89f12a890807b454c3700,7/20,C2,2,1,57,29,True,True,False,False
198ebee3f25f9460d110,grid,train,ad4fe44068a71f8f4f97,ffd542156004cb2b825486a3,30bd3c6b2fd7f33c4c5aa21f,3/20,C2,3,0,13,14,True,True,False,False
03a74cea5e4590194b67,grid,train,ae31cecce74a13cf75aa,6976e22a9bd87a5744d0fab3,cd55f44d654e8652399c7138,3/20,C2,3,2,42,26,True,True,False,False
4b425744c02f6fe8b1c5,grid,train,b0ce56aa541129ca0fe8,9bae97e54598ae2b0e799a44,3bf4512471e994af93965f66,9/20,C2,2,0,63,62,True,True,False,False
5934070b8818c0db881d,grid,train,b32efed8ef5e2d2489b8,804da81008bc1991c3561256,9c7d29fbcba677f68e9357c4,3/20,C2,2,0,63,62,True,True,False,False
342f55dc2411b3da80ca,grid,train,b67e41db4517b42a6883,3d4dc0d8d5e9d34e0aacce8b,e9f5fc68701dc45ccfb69380,1/20,C2,2,1,61,31,True,True,False,False
186d2c661276dfc64056,grid,train,b6c8ae9e378e3379cc11,a8ffa1593a09763953950b1d,f977beafa0c112ff6a37dcfc,1/20,C1,1,2,33,13,True,True,False,False
23a155f0efa2bf9f9b8b,grid,train,b712db3119db95eb36a1,75bd78c6571a94c2aec1f37c,265ad7d3126b081b215c5696,7/20,C2,3,2,29,57,True,True,False,False
0a800e127b1400050ae7,grid,train,b9c611fbf60f2410e7c4,880183c1bf44c9c2abd4972b,75e9b1611c62a99195cf98ea,9/20,C2,2,1,51,33,True,True,False,False
133390c2a229026cf32a,grid,train,be00046327dcd9a58739,08d3b7d573917e7a5bd68552,2662d51701d35a058b5e5f29,1/4,C2,2,1,30,33,True,True,False,False
284ad2b20fb75a2d2c18,grid,train,c550c2a661c70b666f2d,b8ad7a82e37a0ee71ab7d981,4b870f4c287b81e0a2e1f939,3/20,C1,0,2,62,56,True,True,False,False
3b116cd65f9e3856c1b0,grid,train,c5a9da0e5168e0ef718f,f49ba7f96a36b99215933f14,de7f3ca2e925b6ff8e989f91,1/20,C2,3,1,41,55,True,True,False,False
0b6b02cb74f43ea5b14e,grid,train,c5d42f640486dc5b4611,b79788cafc2416c3a5349ea6,4d61ba87896ac66496ed505c,7/20,C2,2,1,13,8,True,True,False,False
01fc99d4299e003319c1,grid,train,c8a69f28a7844b289b1f,325b99583ac398cf53796d51,c08a8a0462418587074cb511,3/20,C2,2,0,11,46,True,True,False,False
05fe81fc1e33605a9f52,grid,train,c9208e8ba00c0ea3c349,5ac3e526a7fe4c5b0fc40800,a6fc0f28e21a5bdcc51049c4,1/20,C2,2,1,47,60,True,True,False,False
0b384be891c119ad8cf4,grid,train,ca1dd5dfd356c6ebcd0c,99659c6b66ff21264657dfce,22709f2313ba6d7ab74ddfb4,1/4,C2,3,1,5,62,True,True,False,False
0d5c12c14eed9bb7a52f,grid,train,cb86f331a299b8fa0334,7d83b88797727b2dd06bfb4f,391a599c78ce974b0e451c19,1/4,C1,1,2,14,38,True,True,False,False
1590d5437e5decf8a111,grid,train,cc08590379ed5f8320fc,159db12ae4e40f4a089781f7,de7fc664ebd051c805c716f2,1/4,C2,2,0,41,19,True,True,False,False
034662f255bef55314e4,grid,train,cf57c889abe4be864f49,029885ea99697bbfa7909c06,fe29f7410a6ab4ea965623ac,7/20,C2,3,1,12,62,True,True,False,False
012654b6b66572b5d077,grid,train,cffbc0370d94bfe0212a,00276d63712615f4880669fb,bd7054b327e20328b6e9f516,7/20,C2,2,1,30,33,True,True,False,False
2f880e8a6a4cf6771a79,grid,train,d30fad4b861b27e53f42,caa60c63df3fa0339ee2445a,edc3add1ae26f9bb4a4b6bc2,3/20,C2,1,0,53,31,True,True,False,False
1408544f79495e9c1285,grid,train,d52b3d99ff40c28fb860,61a0dd4025219a9a16ab8e48,e1ffce8553ca02a4fd5e5e1c,9/20,C2,3,0,51,38,True,True,False,False
0667c569287cfc26ccc0,grid,train,d639929627a29d0fd1bb,e1878aff6f43c86ce912f8b8,300fef4917fc1a695a53983f,1/4,C2,2,0,28,23,True,True,False,False
013cc1568045df166870,grid,train,d982b38df3e2c88c8019,b8f12119141948dfd3847974,403bbd13cbb3836d7cb18462,9/20,C2,2,1,8,33,True,True,False,False
1bde59a30e0d65863299,grid,train,dc5d364255c7d5ce7b8a,6b77daff62eb1f78cfd9e5e1,da82af950f09246c3dd7e6b4,1/4,C2,2,1,60,42,True,True,False,False
02668915af75b4603fe5,grid,train,de760355770d72fcaddc,673e826022bacfee23dc9b5d,5e119a0099b3f2f41ede96c1,1/20,C2,2,0,49,58,True,True,False,False
06027274d40508c8c598,grid,train,dea1170eb64f4f333eab,76b4d4b33bbad8368b16def6,10efc668c01d1dcc23ad3596,1/4,C2,2,0,12,62,True,True,False,False
99b714a43cba0e80e6ac,grid,train,e29736417a44928c9541,b77abbebe05ecd1a16374892,c83cafdf3b7f249daf7070f9,7/20,C1,0,2,62,5,True,True,False,False
732e3e607d1e790fb8c0,grid,train,e29f43a1129e7a8db9f9,92e7df8560dd000b3a17ae6c,c394163ec140e87bfb74ad6b,7/20,C2,2,1,47,60,True,True,False,False
2a52c70fd52c2f11fe95,grid,train,e3b8a989540b254da3a5,161c1d323a785867da87bd38,b575ef6e9c8d1f1b0bbc110c,3/20,C2,3,1,41,55,True,True,False,False
5219aa5b94617dfcd2be,grid,train,e4498cc3fded04f69b0a,51b4beee61afbcb040d5d3f0,0ac360171bb163c77c004b5e,1/4,C2,3,1,41,19,True,True,False,False
1837b987ce7947501bd4,grid,train,e5409e447ff187981c07,739409aed879f80f6869dc87,b42580d672f340385a08d47d,7/20,C1,1,2,50,8,True,True,False,False
087e52f14d1fecce00bd,grid,train,e7ec11726b7a36b65f47,5f30d467a9cb0a0a44692035,24b5359112be9075a1872eaf,3/20,C2,3,1,63,62,True,True,False,False
0b6e0523a2625d4abba1,grid,train,e8ae03ca3a699bd92739,67e31d26d43094a7d68f0f60,715304b4b88a016d8bf07446,1/20,C1,1,2,60,42,True,True,False,False
03de7079e3b6cd702aec,grid,train,ebe538f0bdbff5dd0de8,6f5ae6a7d6a9c6ec967ee81d,fb505e086f77c6b7674eb7d6,3/20,C2,2,0,41,59,True,True,False,False
0e82d8fc967f34550dbd,grid,train,ed9f123775961aa2b2ee,cf2ccb8d688994d106ff8d28,d9a1d2df1bb46d86adf672b2,3/20,C2,2,1,13,50,True,True,False,False
4b945812048441e3de42,grid,train,f21d5bbce9342a11316f,8a11815505d8724ce5a838f3,d5c6bc1336d54ba1f6a7ff7f,9/20,C2,2,1,53,31,True,True,False,False
17577c810f159b8e5bed,grid,train,f518f5d0e0027c48df38,a1b46fa5cff73b8edd375dc7,aa2707eea88a966a9e3f51ff,7/20,C2,3,2,42,60,True,True,False,False
2853915c4771a9175b65,grid,train,f547ce4d6577a1376275,ec8e15ee973d38152e4e14d6,9c8b24d842c34eb6ecf262f9,1/4,C2,2,1,17,44,True,True,False,False
445e537f325a4fdbbf37,grid,train,f689b95ec49e16a5db79,78b8b00258dda7f5b3d8d1d6,bc45e52755e6e2f566ec0bf6,3/20,C2,2,1,36,42,True,True,False,False
04a0f98857e86e7e7045,grid,train,f6a7d2f5089fae793a0f,8ed06b3f5bfae417881b2446,33c1182c9d0bdf099953db2d,7/20,C2,2,1,30,33,True,True,False,False
02ac85066cc9e77a450e,grid,train,f9ea123f91c995ea7f46,8a64b903a937b67a58e213c4,3364dbc36db0cc6f2289ffc4,9/20,C1,1,2,50,13,True,True,False,False
098e2ba182cac4b91cd2,grid,train,fa7d51c76147fd75ac2e,67cbbb7b97c0f0588bd7e870,128ee7ed9f23c5ef8bc7069e,7/20,C1,1,2,14,8,True,True,False,True
