pair_id,tier,split,group_id,clean_id,corrupt_id,reliability,winner,agreement_c1,agreement_c2,clean_schedule,corrupt_schedule,strict_boundary_pair,same_grid,same_questions,same_reports,cohort,direction,recipient_id,donor_id,site,patch_site,layer,condition,job_id,baseline_margin,patched_margin,baseline_truth_signed_margin,patched_truth_signed_margin,truth_signed_change,margin_change,baseline_correct,patched_correct,baseline_top_token_correct,patched_top_token_correct,repair,damage,full_vocab_repair,full_vocab_damage,choice_changed,buffered_repair,buffered_damage,directional_effect
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,5,self_patch,d5c6fee05cb1c296dbbb56b3,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,6,cross_patch,557caf493a8d730002a06f7a,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,6,self_patch,7990c7ed91f7bcc376a8c9fe,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,7,cross_patch,10f0f34d054a3e54f96a0cfb,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,7,self_patch,e6ccde606b46796eac131df9,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,8,cross_patch,8fa6f093433cb5be06ec8764,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,8,self_patch,25cc210dfc67e47df2cb0e22,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,9,cross_patch,4a96fd533403a74be52f0290,-0.125,0.0,-0.125,0.0,0.125,0.125,False,False,False,True,False,False,True,False,True,False,False,0.125
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,9,self_patch,9d688c5cd3fa515c7813a276,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,10,cross_patch,b1ee9d0cf536c47c2de8f70b,-0.125,0.0,-0.125,0.0,0.125,0.125,False,False,False,True,False,False,True,False,True,False,False,0.125
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,10,self_patch,c5cdef2f5f6384ab59d6bd0c,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,11,cross_patch,bbcbfdca1ee2e9d1c56725b6,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,11,self_patch,fd01e4a90e35d6be874776e3,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,12,cross_patch,2538ba4d247201208e05b49b,-0.125,0.0,-0.125,0.0,0.125,0.125,False,False,False,True,False,False,True,False,True,False,False,0.125
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,12,self_patch,1e35035fa89c743a66c416a4,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,13,cross_patch,fd0b16a21fe9209af4f2333d,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,13,self_patch,9bb42b6e8621fc6093dc074c,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,14,cross_patch,203e89677fd52a0e7a4ad38a,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,14,self_patch,34112502e8e6268dbc52b74d,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,15,cross_patch,53aee94eb3335cd5b0f50944,-0.125,0.0,-0.125,0.0,0.125,0.125,False,False,False,True,False,False,True,False,True,False,False,0.125
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,15,self_patch,7c59d1bf624b519ba20c8565,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,16,cross_patch,f3149b821f5928ebc4b53896,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,16,self_patch,df877c32ee0163ec65d3da5c,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,17,cross_patch,428e9882203963cae5224e26,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,17,self_patch,7c118a942c3e12d7751a14a6,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,18,cross_patch,e67c8476ea73c724d00ea3d7,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,18,self_patch,0c0bf345c899d6b17297729e,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,19,cross_patch,98b7779bb511da1b1b542e97,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,19,self_patch,5ab7051d4d040e85f89d41d0,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,20,cross_patch,84c13572d9990d53cea9a88d,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,20,self_patch,a723c93524d7cfb1264b14a4,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,21,cross_patch,f8dac03aa61c365f9c362be1,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,21,self_patch,9e0b240b15174cf628f50575,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,22,cross_patch,15dbec5d7546317633e892c8,-0.125,0.0,-0.125,0.0,0.125,0.125,False,False,False,True,False,False,True,False,True,False,False,0.125
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,22,self_patch,340f8620ae8da3b6dc93d1e1,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,23,cross_patch,cb2a948408ab06d42cc90934,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,23,self_patch,f4c4268316f705906c144054,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,24,cross_patch,df6181df18134acf4158bb64,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,24,self_patch,3355cbb1698afe3b8f3953f1,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,25,cross_patch,2bbada32e78554c381303864,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,25,self_patch,3ec355457d45e4b13614f442,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,26,cross_patch,329448908c9d135df52a44de,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,26,self_patch,b297fb3953bd451023a5c5b1,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,27,cross_patch,2abc6ae46930d0332b9c98df,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,27,self_patch,54848962d9ad81113d086606,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,28,cross_patch,70ad13f5d77f2e1247c41cbe,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,28,self_patch,550d6f7573afaed3a7199473,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,29,cross_patch,880cb4467c630c663adb0e00,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,29,self_patch,a0212aa4af6899f41af7187a,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
013b92c00bfe0af91ac4,grid,train,535879badc16596b42d1,580217a66dbbfb1e61fcd15f,21d26639fa261c4da411a689,1/20,C1,1,2,50,33,True,True,False,False,discovery_grid_train,denoising,21d26639fa261c4da411a689,580217a66dbbfb1e61fcd15f,final_prompt,final_prompt,30,cross_patch,9b1dc217d14940ebeafe59aa,-0.125,-0.125,-0.125,-0.125,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0
